MCSID	FACTRY00	FAREGN00	FDRSPO00	FDMINT00	FDPINT00	FDHTYP00	FDHTYS00	FDRELP00	FDNATM00	FDMINH00	FDNATF00	FDFINH00	FDOTHS00	FDNOCM00	FDTOTS00	FDNSIB00	FDHSIB00	FDSSIB00	FDASIB00	FDFSIB00	FDGPAR00	FDOTHA00	FDNUMH00	FDTOTP00	FDHLAN00	FDROOW00	FDCWRK00	FOEDE000	FOEDP000	FOECDUK0	FOECDSC0
M27901A	2	10	2	1	1	1	1	2	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	4	4	159.29	1	1	1
M27902B	1	1	4	1	4	3	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	1	3	4	1	2	1	492.21	0	4	4
M27903C	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	2	5	309.41	0	3	3
M27904D	1	9	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	689.36	0	5	5
M27912D	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	523.94	0	4	5
M27915G	1	4	2	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	5	1	244.61	1	2	2
M27916H	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	350.34	0	3	3
M27918K	1	8	6	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	-1	1	642.33	0	5	5
M27920D	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	572.1	0	5	5
M27921E	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	310.52	0	3	2
M27923G	1	6	8	2	4	1	1	1	1	1	1	1	2	2	4	1	2	2	2	2	2	2	4	6	1	-1	3	597.34	0	5	5
M27925J	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	6	6	176.46	1	1	1
M27926K	1	8	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	614.13	0	5	5
M27927L	1	9	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	1	302.09	0	2	2
M27928M	1	5	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	302.72	0	2	2
M27931G	1	2	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	3	204.93	1	1	1
M27932H	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	4	5	1	2	1	359.27	0	3	3
M27933J	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	491.84	0	4	5
M27937N	1	3	2	1	1	2	1	2	1	1	4	2	6	1	7	2	1	1	2	2	2	2	8	9	1	5	4	126.96	1	1	1
M27940H	1	9	2	1	1	2	1	2	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	1	4	3	218.11	1	1	1
M27941J	3	11	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	442.8	0	4	3
M27942K	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	595.21	0	5	5
M27944M	4	12	2	1	1	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	4	3	254.07	1	2	2
M27948R	1	7	3	1	2	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	1	2	7	8	4	4	3	115.29	1	1	1
M27952M	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	2	326.01	0	3	3
M27953N	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	2	362.26	0	3	3
M27955Q	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	4	6	226.11	1	2	2
M27958T	1	5	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	4	2	3	197.32	1	1	1
M27959U	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	582.27	0	5	4
M27961N	1	1	2	1	1	14	1	1	4	2	3	3	1	1	2	2	1	2	2	2	2	1	3	4	1	6	4	268.82	1	2	2
M27963Q	1	4	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	502.4	0	4	4
M27965S	1	1	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	142.51	1	1	1
M27966T	1	9	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	322.88	0	3	3
M27968V	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	557.04	0	5	4
M27970P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	401.95	0	3	3
M27973S	2	10	2	1	1	3	1	2	1	1	4	2	2	1	3	2	1	2	2	2	2	1	4	5	1	2	1	383.02	0	3	3
M27974T	1	5	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	1	3	194.41	1	1	1
M27976V	1	5	1	1	4	15	2	-1	4	2	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	322.67	0	3	3
M27978X	1	2	1	1	4	15	2	-1	1	1	4	2	5	1	6	1	1	2	2	2	2	2	6	7	1	4	6	151.49	1	1	1
M27979Y	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	712.85	0	5	5
M27980R	3	11	2	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	2	2	2	2	3	5	1	2	1	552.29	0	4	4
M27982T	1	6	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	3	2	3	196.47	1	1	1
M27984V	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	8	1	608.93	0	5	5
M27985W	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	661.89	0	5	5
M27987Y	2	10	2	1	1	2	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	4	2	1	377.21	0	3	3
M27988Z	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	519.38	0	4	5
M27989A	3	11	3	1	2	2	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	419.51	0	3	3
M27990T	4	12	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	3	312.37	0	3	3
M27992V	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	576.42	0	5	5
M27993W	1	6	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	1	4	5	1	2	5	379.2	0	3	3
M27994X	2	10	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	388.85	0	3	3
M27997A	3	11	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	293.15	0	2	2
M27998B	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	232.71	1	2	2
M27999C	1	8	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	1	6	5	366.93	0	3	3
M28000A	1	5	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	3	4	6	91.2	1	1	1
M28008J	1	6	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	613.8	0	5	5
M28012E	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	5	290.38	0	2	2
M28013F	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	185.33	1	1	1
M28015H	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	504.4	0	4	4
M28020E	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	378.22	0	3	3
M28022G	1	7	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	337.26	0	3	3
M28023H	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	291.66	0	2	2
M28024J	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	270.88	1	2	2
M28025K	2	10	2	1	1	2	1	2	1	1	4	2	2	1	3	2	2	1	2	2	2	2	4	5	1	2	1	472.34	0	4	4
M28027M	4	12	4	1	4	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	5	3	191.31	1	1	1
M28029P	1	8	3	1	2	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	6	7	4	2	2	301.42	0	2	2
M28031H	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	3	4	1	365.94	0	3	3
M28033K	2	10	2	1	1	4	1	1	1	1	4	2	4	1	5	1	1	2	2	2	2	2	6	7	1	4	3	155.7	1	1	1
M28035M	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	790.7	0	5	5
M28037P	1	8	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	2	474.19	0	4	4
M28042L	1	1	7	2	4	15	2	-1	1	1	4	2	0	2	2	2	2	2	2	2	2	2	1	3	1	-1	6	217.89	1	1	1
M28045P	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	2	1	577.98	0	5	5
M28046Q	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	567.81	0	5	5
M28052N	4	12	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	1	271.32	1	2	2
M28057T	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	785.98	0	5	5
M28059V	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	638.13	0	5	5
M28062Q	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	616.18	0	5	5
M28064S	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	454.96	0	4	4
M28067V	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	674.34	0	5	5
M28068W	1	5	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	2	247.07	1	2	2
M28070Q	2	10	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	1	246.6	1	2	2
M28071R	1	8	2	1	1	6	1	2	4	2	1	1	3	1	4	1	2	2	2	2	2	1	5	6	1	6	1	282.3	1	2	2
M28072S	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	331.95	0	3	3
M28076W	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	805.52	0	5	5
M28077X	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	4	279.81	1	2	2
M28080S	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	608.02	0	5	5
M28081T	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	3	5	5	198.52	1	1	1
M28082U	2	10	1	1	4	16	2	-1	4	2	1	1	2	1	3	1	2	2	2	2	2	2	3	4	2	6	5	177.73	1	1	1
M28086Y	1	1	7	2	4	16	2	-1	4	2	1	1	0	1	1	2	2	2	2	2	2	2	1	2	1	-1	6	191.96	1	1	1
M28087Z	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	1	364.86	0	3	3
M28088A	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	516.33	0	4	4
M28089B	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	531.84	0	4	4
M28090U	1	8	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	691.54	0	5	5
M28091V	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	3	4	1	307.67	0	3	3
M28093X	1	9	1	1	4	15	2	-1	1	1	4	2	1	2	3	1	2	2	2	2	2	2	2	4	1	4	5	185.18	1	1	1
M28098C	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	495.27	0	4	5
M28104H	1	9	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	505	0	4	4
M28105J	1	6	2	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	1	5	6	1	4	1	263.97	1	2	2
M28106K	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	326.45	0	3	3
M28107L	1	3	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	281.78	1	2	2
M28108M	1	2	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	5	6	215.63	1	1	1
M28109N	1	1	4	1	4	10	1	1	4	2	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	289.1	0	2	2
M28110F	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	709.03	0	5	5
M28111G	2	10	2	1	1	2	1	2	1	1	4	2	2	1	3	2	1	1	2	2	2	2	4	5	1	5	2	287.5	0	2	2
M28113J	1	6	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	217.2	1	1	1
M28115L	4	12	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	4	264.07	1	2	2
M28116M	2	10	1	1	4	16	2	-1	3	3	1	1	2	1	3	1	2	2	2	2	2	2	3	4	1	5	5	188.31	1	1	1
M28118P	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	3	2	3	191.5	1	1	1
M28120H	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	596.3	0	5	5
M28122K	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	710.64	0	5	5
M28124M	1	9	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	4	5	265.15	1	2	2
M28125N	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	651.08	0	5	5
M28128R	4	12	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	1	239.87	1	2	2
M28129S	3	11	2	1	1	2	1	2	1	1	4	2	3	1	4	1	2	2	2	2	2	2	5	6	1	5	4	158.32	1	1	1
M28131L	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	608.53	0	5	5
M28135Q	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	1	5	332.07	0	3	3
M28145S	1	7	2	1	1	2	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	1	5	1	391.3	0	3	3
M28146T	1	3	2	1	1	2	1	1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	1	2	3	282.38	1	2	2
M28149W	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	388.16	0	3	3
M28150P	1	6	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	605.62	0	5	5
M28152R	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	724.18	0	5	5
M28153S	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	4	3	259.59	1	2	2
M28154T	4	12	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	4	145.59	1	1	1
M28157W	1	8	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	643.39	0	5	5
M28159Y	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	429.08	0	4	4
M28160R	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	518.21	0	4	4
M28164V	2	10	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	1	5	5	200.35	1	1	1
M28166X	1	1	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	650.57	0	5	5
M28173W	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	6	221.68	1	1	2
M28175Y	2	10	6	2	1	2	1	1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	2	-1	1	578.05	0	5	5
M28177A	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	444.85	0	4	4
M28179C	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	464.55	0	4	4
M28185A	1	3	4	1	4	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	4	3	225.75	1	2	2
M28186B	1	4	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	6	287.92	0	2	2
M28191Y	2	10	2	1	1	2	1	2	1	1	4	2	2	1	3	2	1	2	2	2	2	2	4	5	1	4	1	306.27	0	2	2
M28193A	1	6	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	5	5	209.18	1	1	1
M28194B	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	712.92	0	5	5
M28195C	1	2	1	1	4	15	2	-1	1	1	4	2	4	1	5	1	1	2	2	2	2	2	5	6	1	4	6	179.18	1	1	1
M28198F	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	467.79	0	4	4
M28199G	2	10	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	1	1	367.38	0	3	3
M28200G	1	1	3	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	472.22	0	4	4
M28202J	3	11	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	493.26	0	4	4
M28204L	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	657.44	0	5	5
M28205M	1	3	2	1	1	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	430.16	0	4	4
M28206N	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	6	229.63	1	2	1
M28207P	1	4	2	1	1	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	6	1	379.58	0	3	3
M28210J	1	3	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	403.62	0	3	3
M28212L	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	361.71	0	3	3
M28213M	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	714.16	0	5	5
M28214N	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	745.63	0	5	5
M28215P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	406.94	0	3	4
M28216Q	1	4	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	246.11	1	2	2
M28217R	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	1	7	8	3	1	3	324.17	0	3	3
M28218S	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	629.81	0	5	5
M28222N	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	656.6	0	5	5
M28223P	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	247.47	1	2	2
M28224Q	2	10	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	5	4	250.93	1	2	2
M28228U	1	2	2	1	1	2	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	1	4	3	246.31	1	2	2
M28229V	3	11	2	1	1	11	1	1	4	2	4	2	1	1	2	1	2	2	2	2	1	2	3	4	1	2	4	328.78	0	3	2
M28231P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	558.11	0	5	5
M28232Q	1	9	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	4	6	154.48	1	1	1
M28234S	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	392.36	0	3	3
M28235T	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	446.35	0	4	4
M28237V	3	11	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	511.6	0	4	4
M28240Q	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	715.34	0	5	5
M28241R	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	4	2	207.55	1	1	1
M28248Y	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	612.17	0	5	5
M28252U	1	5	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	4	-1	3	217.45	1	1	1
M28253V	1	5	2	1	1	5	1	2	4	2	1	1	2	1	3	1	2	1	2	2	2	2	4	5	1	2	3	374.08	0	3	3
M28258A	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	433.69	0	4	4
M28259B	1	7	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	5	6	172.48	1	1	1
M28270W	1	6	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	3	1	1	253.66	1	2	2
M28273Z	1	6	2	1	1	3	1	2	1	1	4	2	3	1	4	1	2	2	2	2	2	1	5	6	1	4	3	206.88	1	1	1
M28274A	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	590.56	0	5	5
M28279F	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	1	272.28	1	2	2
M28280Y	3	11	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	475.88	0	4	3
M28281Z	3	11	4	1	4	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	520.07	0	4	4
M28282A	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	287.82	0	2	3
M28285D	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	628.72	0	5	5
M28286E	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	637.39	0	5	5
M28288G	1	2	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	785.53	0	5	5
M28289H	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	2	558.87	0	5	5
M28290A	1	8	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	5	1	307.58	0	3	3
M28292C	2	10	2	1	1	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	425.92	0	4	4
M28293D	1	6	6	2	1	2	1	2	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	1	-1	1	490.66	0	4	4
M28295F	1	3	2	1	1	2	1	2	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	4	1	245.54	1	2	2
M28296G	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	2	249.39	1	2	2
M28300K	3	11	1	1	4	16	2	-1	4	2	1	1	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	404.74	0	3	3
M28301L	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	761.62	0	5	5
M28303N	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	509.91	0	4	4
M28304P	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	520.24	0	4	4
M28305Q	1	9	4	1	4	2	1	2	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	1	6	1	274.55	1	2	2
M28306R	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	442.98	0	4	4
M28307S	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	3	566.59	0	5	5
M28309U	1	6	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	639.25	0	5	5
M28311N	1	2	2	1	1	11	1	1	4	2	4	2	0	1	1	2	2	2	2	2	1	2	2	3	1	4	3	304.42	0	2	2
M28312P	1	8	3	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	3	304.8	0	2	2
M28316T	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	265.14	1	2	2
