MCSID	FACTRY00	FAREGN00	FDRSPO00	FDMINT00	FDPINT00	FDHTYP00	FDHTYS00	FDRELP00	FDNATM00	FDMINH00	FDNATF00	FDFINH00	FDOTHS00	FDNOCM00	FDTOTS00	FDNSIB00	FDHSIB00	FDSSIB00	FDASIB00	FDFSIB00	FDGPAR00	FDOTHA00	FDNUMH00	FDTOTP00	FDHLAN00	FDROOW00	FDCWRK00	FOEDE000	FOEDP000	FOECDUK0	FOECDSC0
M10462P	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	6	296.46	0	2	2
M10465S	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	590.34	0	5	5
M10466T	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	472.73	0	4	3
M10467U	1	3	2	1	1	2	1	2	1	1	4	2	2	1	3	2	1	2	2	2	2	2	4	5	1	2	1	504.17	0	4	4
M10471Q	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	4	5	1	1	1	512.64	0	4	4
M10473S	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	750.26	0	5	5
M10481S	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	4	5	1	2	1	547.6	0	4	4
M10484V	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	470.81	0	4	5
M10485W	2	10	2	1	1	1	1	1	1	1	1	1	4	1	5	1	1	2	2	2	2	2	6	7	1	2	3	294.47	0	2	2
M10486X	1	2	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	488.57	0	4	4
M10490T	1	6	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	1	6	7	2	7	3	188.39	1	1	1
M10492V	4	12	1	1	4	16	2	-1	3	3	1	1	3	1	4	1	2	2	2	2	2	2	4	5	1	1	6	158.47	1	1	1
M10494X	1	9	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	3	343.13	0	3	3
M10495Y	1	8	1	1	4	16	2	-1	4	2	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	5	240.06	1	2	2
M10499C	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	5	3	178.74	1	1	1
M10503F	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	4	2	5	344.68	0	3	3
M10504G	1	4	3	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	399.35	0	3	3
M10505H	2	10	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	397.37	0	3	3
M10506J	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	518.58	0	4	4
M10507K	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	3	1	1	591.46	0	5	5
M10512G	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	500.26	0	4	4
M10514J	1	6	2	1	1	3	1	1	1	1	4	2	2	1	3	2	1	2	2	2	2	1	4	5	1	2	1	573.96	0	5	5
M10515K	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	642.35	0	5	5
M10516L	1	8	2	1	1	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	6	1	669.86	0	5	5
M10517M	1	7	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	664.35	0	5	5
M10519P	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	653.43	0	5	5
M10521H	1	6	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	734.19	0	5	5
M10524L	1	3	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	452.61	0	4	4
M10526N	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	1	2	4	5	1	7	6	290.02	0	2	2
M10529R	3	11	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	3	300.39	0	2	2
M10536Q	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	557.84	0	5	4
M10537R	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	4	5	223.04	1	1	2
M10538S	1	7	1	1	4	15	2	-1	1	1	4	2	4	1	5	1	2	2	2	2	2	2	5	6	5	2	6	176.44	1	1	1
M10539T	1	6	4	1	4	1	1	2	1	1	1	1	2	1	3	2	1	2	2	2	2	2	4	5	1	6	1	350.07	0	3	3
M10541M	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	635	0	5	5
M10543P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	4	325.96	0	3	3
M10548U	2	10	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	468.36	0	4	4
M10550N	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	2	1	653.72	0	5	5
M10551P	1	2	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	5	5	4	144.8	1	1	1
M10554S	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	6	236.08	1	2	2
M10556U	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	600.37	0	5	5
M10557V	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	423.83	0	4	4
M10558W	1	2	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	505	0	4	4
M10560Q	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	554.94	0	4	4
M10561R	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	3	421.64	0	4	4
M10567X	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	6	205.57	1	1	1
M10570S	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	649.6	0	5	5
M10571T	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	357.73	0	3	3
M10575X	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	5	5	6	185.48	1	1	1
M10576Y	1	8	2	1	1	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	384.8	0	3	3
M10579B	1	2	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	1	5	229.14	1	2	2
M10582W	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	685.11	0	5	5
M10585Z	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	2	3	316.69	0	3	3
M10587B	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	1	3	4	1	2	6	246.18	1	2	2
M10588C	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	815.65	0	5	5
M10595B	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	430.4	0	4	4
M10596C	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	6	148.42	1	1	1
M10597D	1	9	4	1	4	3	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	1	4	5	1	6	3	197.42	1	1	1
M10598E	1	9	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	6	243.4	1	2	2
M10601G	1	1	2	1	1	1	1	2	1	1	1	1	4	1	5	1	2	1	2	2	2	2	6	7	1	4	1	291.63	0	2	2
M10603J	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	442.74	0	4	4
M10605L	1	5	2	1	1	2	1	1	1	1	2	1	5	1	6	1	1	2	2	2	2	2	8	9	1	2	3	297.17	0	2	2
M10610H	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	609.84	0	5	5
M10611J	1	5	2	1	1	1	1	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	4	1	2	1	465.94	0	4	4
M10612K	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	715.24	0	5	5
M10613L	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	563.88	0	5	5
M10614M	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	1	2	3	4	1	7	5	281.44	1	2	2
M10615N	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	3	577.34	0	5	5
M10616P	1	6	3	1	2	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	2	2	3	250.29	1	2	2
M10617Q	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	545.37	0	4	5
M10620K	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	336.05	0	3	3
M10622M	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	263.93	1	2	2
M10624P	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	3	276.23	1	2	2
M10627S	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	753.23	0	5	5
M10632P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	1	197.04	1	1	1
M10639W	4	12	4	1	4	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	5	3	170.47	1	1	1
M10640P	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	2	1	2	2	2	2	2	3	1	4	6	157.15	1	1	1
M10641Q	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	565.24	0	5	5
M10647W	1	8	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	4	3	284.86	0	2	2
M10648X	1	5	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	363.9	0	3	3
M10650R	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	432.4	0	4	4
M10655W	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	6	169.85	1	1	1
M10658Z	3	11	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	3	618.88	0	5	5
M10660T	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	719.38	0	5	5
M10672X	4	12	8	2	4	3	1	2	1	1	4	2	4	1	5	1	1	2	2	2	2	1	6	7	1	-1	4	172.57	1	1	1
M10674Z	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	797.65	0	5	5
M10675A	4	12	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	-1	1	395.45	0	3	4
M10676B	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	359.04	0	3	3
M10677C	1	5	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	430.76	0	4	4
M10679E	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	263.48	1	2	2
M10680X	1	7	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	6	177.81	1	1	1
M10682Z	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	291	0	2	2
M10685C	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	642.76	0	5	5
M10688F	4	12	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	410.06	0	3	4
M10690Z	1	4	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	2	5	260.67	1	2	2
M10691A	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	196.95	1	1	1
M10692B	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	408.93	0	3	3
M10693C	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	607.14	0	5	5
M10694D	1	7	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	4	5	1	2	1	823.06	0	5	5
M10695E	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	212.38	1	1	1
M10699J	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	4	334.58	0	3	3
M10706Q	1	2	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	4	1	2	222.76	1	1	2
M10707R	1	3	3	1	2	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	2	3	177.66	1	1	1
M10709T	1	5	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	295.79	0	2	2
M10710L	1	5	4	1	4	2	1	1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	5	6	1	2	3	187.11	1	1	1
M10711M	2	10	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	431.58	0	4	4
M10713P	1	3	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	3	2	3	223.59	1	2	2
M10718U	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	422.77	0	4	4
M10722Q	3	11	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	627.36	0	5	5
M10724S	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	635.95	0	5	5
M10728W	4	12	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	1	3	296.87	0	2	3
M10729X	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	4	563.81	0	5	5
M10731R	1	9	4	1	4	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	398.26	0	3	3
M10733T	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	452.01	0	4	3
M10738Y	1	4	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	3	4	5	203.8	1	1	1
M10740S	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	756.06	0	5	5
M10741T	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	592.39	0	5	4
M10742U	1	8	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	2	737.35	0	5	5
M10743V	2	10	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	6	193.55	1	1	1
M10750U	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	6	3	381.34	0	3	3
M10751V	2	10	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	548.8	0	4	4
M10752W	4	12	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	1	6	6	125.45	1	1	1
M10755Z	1	2	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	6	5	321.13	0	3	3
M10758C	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	561.58	0	5	5
M10762Y	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	331.28	0	3	3
M10765B	1	3	2	1	1	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	2	479.26	0	4	4
M10766C	1	5	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	-2	6	7	1	2	1	403.75	0	3	3
M10768E	1	2	1	1	4	15	2	-1	1	1	4	2	4	1	5	2	1	2	2	2	2	2	5	6	1	6	5	232.23	1	2	2
M10769F	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	584.47	0	5	5
M10770Y	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	348.14	0	3	2
M10771Z	1	4	1	1	4	15	2	-1	1	1	4	2	3	1	4	2	1	2	2	2	2	2	4	5	1	5	6	158.86	1	1	1
M10772A	2	10	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	2	6	5	318.99	0	3	3
M10775D	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	1	1	693.87	0	5	5
M10776E	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	4	5	1	2	1	535.45	0	4	4
M10781B	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	452.11	0	4	4
M10782C	1	6	2	1	1	2	1	2	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	2	6	3	164.32	1	1	1
M10786G	1	2	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	232.8	1	2	2
M10788J	1	4	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	785.06	0	5	5
M10789K	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	5	2	182.44	1	1	1
M10791D	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	432.36	0	4	4
M10792E	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	3	4	1	375.56	0	3	3
M10794G	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	472.04	0	4	4
M10795H	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	375.59	0	3	3
M10798L	1	6	4	1	4	1	1	1	1	1	1	1	8	1	9	1	2	2	2	2	2	2	10	11	3	5	3	90.82	1	1	1
M10800M	1	2	2	1	1	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	423.19	0	4	4
M10801N	4	12	3	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	686.35	0	5	5
M10802P	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	414.82	0	3	3
M10804R	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	633.36	0	5	5
M10809W	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	5	6	1	2	3	264.73	1	2	2
M10811Q	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	5	6	166.21	1	1	1
M10812R	1	1	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	419.68	0	3	3
M10815U	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	587.22	0	5	4
M10816V	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	418.81	0	3	4
M10818X	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	6	5	264.73	1	2	2
M10819Y	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	565.19	0	5	5
M10820R	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	2	221.27	1	1	2
M10821S	1	2	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	5	5	165.79	1	1	1
M10830T	1	4	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	6	154.67	1	1	1
M10832V	1	3	2	1	1	2	1	2	1	1	4	2	2	1	3	2	1	2	2	2	2	2	4	5	1	6	4	156.3	1	1	1
M10840V	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	625.94	0	5	5
M10843Y	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	400.85	0	3	4
M10845A	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	609.22	0	5	5
M10850X	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	553.59	0	4	4
M10851Y	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	649.29	0	5	5
M10852Z	3	11	2	1	1	1	1	1	1	1	1	1	2	2	4	1	1	2	2	2	2	2	4	6	1	5	1	342.08	0	3	2
M10857E	1	5	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	261.68	1	2	2
M10860Z	2	10	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	143.77	1	1	1
M10863C	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	552.65	0	4	4
M10867G	1	3	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	548.67	0	4	4
M10873E	2	10	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	3	277.87	1	2	2
M10879L	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	553.51	0	4	4
M10881E	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	1	5	6	1	7	1	280.85	1	2	2
M10882F	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	4	5	155.93	1	1	1
M10883G	1	9	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	691.88	0	5	5
M10885J	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	487.71	0	4	4
M10889N	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	442.34	0	4	4
M10890F	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	422.56	0	4	3
M10894K	1	8	2	1	1	5	1	2	4	2	1	1	4	1	5	1	1	1	2	2	2	2	6	7	1	2	4	338.72	0	3	3
M10895L	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	744.78	0	5	5
M10899Q	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	595.76	0	5	5
M10900Q	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	227.88	1	2	2
M10901R	1	3	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	5	1	276.05	1	2	2
M10902S	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	648.48	0	5	5
M10903T	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	846.5	0	5	5
M10905V	1	4	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	409.26	0	3	3
M10907X	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	509.53	0	4	4
M10913V	1	5	3	1	2	1	1	1	1	1	2	1	5	1	6	1	2	2	2	2	2	2	7	8	2	2	3	158.64	1	1	1
M10914W	4	12	4	1	4	1	1	2	1	1	1	1	7	1	8	1	1	2	2	2	2	2	9	10	1	4	4	103.98	1	1	1
M10915X	1	4	8	2	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	-1	3	432.03	0	4	4
M10916Y	1	7	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	4	4	5	165.99	1	1	1
M10917Z	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	505.92	0	4	4
M10918A	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	5	298.25	0	2	2
M10922W	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	852.61	0	5	5
M10923X	3	11	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	399.35	0	3	3
M10925Z	1	6	1	1	4	16	2	-1	4	2	1	1	2	1	3	1	2	2	2	2	2	2	3	4	1	1	5	299.82	0	2	2
M10926A	1	6	2	1	1	2	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	532.89	0	4	4
M10927B	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	555.98	0	5	4
M10928C	1	2	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	265.15	1	2	2
