MCSID	GDHTYP00	GDHTYS00	GDRELP00	GDNATM00	GDMINH00	GDNATF00	GDFINH00	GDOTHS00	GDNOCM00	GDTOTS00	GDNSIB00	GDHSIB00	GDSSIB00	GDASIB00	GDFSIB00	GDGPAR00	GDOTHA00	GDNUMH00	GDTOTP00
M14048V	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14049W	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M14051Q	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14052R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14053S	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14057W	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M14058X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14060R	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14061S	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14073W	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14074X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14076Z	15	2	-1	2	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M14081W	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14084Z	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14085A	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14090X	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14092Z	2	1	1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14095C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14097E	-1	-1	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	1	2
M14099G	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14103K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14104L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14105M	2	1	1	1	1	-1	-1	3	1	4	1	2	1	2	2	2	2	6	7
M14108Q	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14109R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14113M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14114N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14116Q	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14118S	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14119T	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M14124Q	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M14125R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14133R	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M14134S	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	4	5
M14138W	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14144U	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14145V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14147X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14148Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14150S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14155X	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14158A	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14160U	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14163X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	5	6
M14166A	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M14170W	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14171X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	6	7
M14172Y	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14174A	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14178E	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14180Y	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	4	5
M14182A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14183B	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14184C	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14188G	2	1	2	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	5	6
M14190A	2	1	1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14192C	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14194E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14196G	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M14198J	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14200K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14208T	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14211N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14212P	-1	-1	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	2	3
M14214R	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14218V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14219W	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14222R	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M14224T	1	1	1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	6	7
M14228X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14229Y	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14231S	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14233U	17	2	-1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14234V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14236X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14239A	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	9	10
M14240T	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M14241U	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14243W	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14244X	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14245Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14247A	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14249C	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14252X	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M14254Z	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14255A	1	1	1	1	1	1	1	2	1	3	2	1	2	2	2	2	2	5	6
M14257C	-1	-1	-1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	1	2
M14263A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14264B	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M14268F	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14271A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14273C	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14277G	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14278H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14281C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6
M14282D	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M14283E	4	1	1	1	1	-1	-1	6	1	7	1	1	2	2	2	2	2	9	10
M14284F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14285G	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14286H	15	2	-1	1	1	-1	-1	0	2	2	2	2	2	2	2	2	2	3	5
M14287J	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	4	5
M14288K	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M14291E	2	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14293G	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M14297L	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M14301P	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	4	6
M14302Q	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14306U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14309X	2	1	1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14311R	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14312S	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14313T	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14318Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14319Z	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M14321T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14322U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14325X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	1	2	4	5
M14327Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14329B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6
M14331V	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14332W	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M14335Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14336A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14338C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14339D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14341X	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14344A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14347D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14350Y	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M14355D	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14356E	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14358G	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	4	5
M14359H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14369K	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14372E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14375H	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14378L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14379M	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14381F	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14386L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14391H	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14392J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14396N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14397P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14398Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14399R	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14401S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14405W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14406X	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14407Y	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14408Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14411U	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14415Y	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14418B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14420V	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	1	2	4	5
M14421W	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14422X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	1	4	5
M14425A	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14429E	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14431Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	5	6
M14433A	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14435C	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	4	5
M14436D	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14439G	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M14440Z	2	1	1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M14444D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14445E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14451C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14453E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14454F	2	1	1	1	1	-1	-1	4	1	5	1	1	2	2	2	2	2	7	8
M14456H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14458K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14461E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14466K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14468M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14470F	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14476M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14479Q	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14480H	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14481J	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14482K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14483L	2	1	1	1	1	-1	-1	3	1	4	2	1	2	2	2	2	2	6	7
M14484M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14486P	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14490K	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14494P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14496R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14497S	3	1	2	1	1	-1	-1	2	1	3	1	1	2	2	2	2	1	5	6
M14500U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14503X	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14505Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14507B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14511X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14513Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14518E	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14521Z	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M14524C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14525D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14527F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14535F	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14540C	2	1	1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M14543F	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14548L	5	1	2	-1	-1	1	1	0	1	1	2	2	2	2	2	2	1	4	5
M14550E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14552G	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14556L	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M14557M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14569R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14570J	2	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14572L	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M14576Q	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14578S	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14579T	15	2	-1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	4	5
M14581M	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	1	2	7	8
M14582N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14583P	15	2	-1	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	5	6
M14585R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14587T	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14588U	2	1	1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M14591P	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14593R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14595T	1	1	1	1	1	2	1	0	1	1	2	2	2	2	2	2	2	3	4
M14600X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14604B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14605C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14606D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14607E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14608F	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14610Z	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14611A	2	1	2	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M14614D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14615E	-1	-1	-1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	1	2
M14616F	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M14620B	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14623E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14625G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14629L	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14630D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14635J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14638M	2	1	1	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	6	7
M14639N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6
M14644K	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14646M	20	2	-1	-1	-1	-1	-1	1	1	2	1	2	2	2	2	1	2	3	4
M14647N	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	4	5
M14648P	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14649Q	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14651J	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14656P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14657Q	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M14660K	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M14665Q	2	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	5	6
M14670M	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14672P	1	1	1	2	1	2	1	0	2	2	2	2	2	2	2	2	2	4	6
M14674R	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14675S	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14679W	16	2	-1	-1	-1	1	1	3	2	5	2	1	2	2	2	2	2	6	8
M14683S	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M14693U	5	1	1	-1	-1	1	1	2	1	3	2	1	1	2	2	2	2	5	6
M14694V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14695W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14698Z	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14701B	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M14703D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14706G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14707H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14708J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14711D	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M14712E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14713F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14715H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14718L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14720E	2	1	2	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M14722G	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M14728N	1	1	2	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M14729P	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14731H	3	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	1	3	4
M14732J	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	9	10
M14733K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14735M	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14739R	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14740J	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14742L	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M14743M	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M14744N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14747R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14749T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14750L	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14751M	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14752N	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M14757T	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M14758U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	5	6
M14760N	2	1	1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	5	6
M14762Q	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14763R	3	1	1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	1	5	6
M14766U	15	2	-1	1	1	-1	-1	5	1	6	1	1	2	2	2	2	2	7	8
M14768W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14771R	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14772S	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14774U	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14775V	2	1	1	1	1	-1	-1	2	1	3	2	1	1	2	2	2	2	5	6
M14776W	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14780S	1	1	1	1	1	2	1	2	1	3	1	2	2	2	2	2	2	5	6
M14784W	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14796A	15	2	-1	1	1	-1	-1	3	1	4	2	1	2	2	2	2	2	6	7
M14797B	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14800D	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M14801E	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M14802F	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M14805J	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M14806K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M14808M	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M14812H	2	1	1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	5	6
