MCSID	GDHTYP00	GDHTYS00	GDRELP00	GDNATM00	GDMINH00	GDNATF00	GDFINH00	GDOTHS00	GDNOCM00	GDTOTS00	GDNSIB00	GDHSIB00	GDSSIB00	GDASIB00	GDFSIB00	GDGPAR00	GDOTHA00	GDNUMH00	GDTOTP00
M29612C	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29613D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29616G	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29617H	15	2	-1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	4	5
M29618J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29619K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29623F	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29626J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29627K	2	1	1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M29628L	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29629M	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29631F	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M29633H	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29634J	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29641H	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29642J	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29646N	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29647P	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29648Q	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29654N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29655P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29656Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29657R	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29658S	2	1	1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M29660L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29661M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29667T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29668U	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M29669V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29670N	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29672Q	2	1	2	1	1	-1	-1	1	2	3	2	1	2	2	2	2	2	5	7
M29674S	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29675T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29676U	1	1	1	1	1	1	1	1	2	3	1	2	2	2	2	2	2	5	7
M29683T	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29687X	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29688Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29689Z	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29690S	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29695X	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	4	6
M29696Y	15	2	-1	1	1	-1	-1	3	1	4	2	1	2	2	2	2	2	5	6
M29697Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29702D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29703E	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29704F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29705G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29707J	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29711E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29712F	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29714H	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29715J	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29717L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29718M	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29719N	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29720F	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29721G	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M29722H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29724K	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29726M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29732K	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29733L	15	2	-1	1	1	-1	-1	2	1	3	1	2	1	2	2	2	2	4	5
M29734M	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M29736P	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29738R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29740K	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29742M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29744P	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M29745Q	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M29746R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29747S	-1	-1	-1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	1	2
M29750M	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29751N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29752P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29754R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29757U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29762R	15	2	-1	1	1	-1	-1	4	1	5	1	2	2	2	2	2	2	6	7
M29764T	-1	-1	-1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	1	2
M29765U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29766V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29767W	8	1	1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M29768X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29773U	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29775W	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29776X	2	1	1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	5	6
M29777Y	2	1	2	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M29779A	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29780T	15	2	-1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	4	5
M29781U	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29784X	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29789C	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29791W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29792X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29793Y	5	1	2	-1	-1	1	1	7	1	8	1	1	1	2	2	2	2	10	11
M29794Z	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29795A	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M29802G	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29804J	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29806L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29807M	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29810G	2	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M29813K	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29815M	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M29818Q	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29819R	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M29824N	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M29826Q	2	1	2	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	5	6
M29830L	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29831M	1	1	1	1	1	1	1	3	1	4	1	2	2	1	2	2	2	6	7
M29832N	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29833P	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29840N	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29845T	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29847V	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M29848W	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29855V	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29857X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29858Y	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29860S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29862U	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29863V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29868A	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M29870U	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	-2	5	6
M29871V	15	2	-1	1	1	1	1	1	2	3	1	2	2	2	2	2	2	4	6
M29874Y	15	2	-1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8
M29876A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29877B	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29879D	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M29880W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29881X	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	2	5	6
M29883Z	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M29884A	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	4	5
M29885B	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29886C	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29888E	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	4	5
M29891Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29897F	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29900H	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29902K	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M29903L	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M29907Q	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29908R	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29909S	2	1	2	1	1	-1	-1	2	2	4	1	1	2	2	2	2	2	6	8
M29912M	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29916R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29917S	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29918T	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29919U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29921N	3	1	2	1	1	-1	-1	1	1	2	2	1	2	2	2	2	1	4	5
M29924R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29927U	2	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M29929W	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29933S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29934T	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29937W	1	1	1	1	1	2	1	2	1	3	1	2	2	2	2	2	2	5	6
M29938X	2	1	1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M29940R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29942T	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29943U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29944V	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29948Z	-1	-1	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	1	2
M29950T	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29953W	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29954X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29956Z	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29957A	1	1	2	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M29958B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29962X	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29964Z	16	2	-1	-1	-1	1	1	3	1	4	1	2	2	2	2	2	2	5	6
M29966B	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29967C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29972Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29973A	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29974B	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29977E	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M29978F	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29979G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29980Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29981A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29982B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29985E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29987G	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29988H	15	2	-1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	5	6
M29989J	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M29990B	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M29991C	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M29992D	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M29993E	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M29994F	-1	-1	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	1	2	4	5
M29995G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M29996H	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M29998K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30003A	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30005C	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30006D	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30008F	5	1	1	-1	-1	1	1	3	1	4	1	2	1	2	2	2	2	6	7
M30010Z	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30011A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30015E	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30018H	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M30023E	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30024F	-1	-1	-1	4	2	-1	-1	1	1	2	1	2	2	2	2	2	2	2	3
M30025G	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M30026H	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30027J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30028K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30031E	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M30037L	16	2	-1	-1	-1	1	1	2	1	3	1	2	2	2	2	2	2	4	5
M30038M	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M30041G	15	2	-1	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	5	6
M30044K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30045L	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	5	6
M30049Q	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30054M	2	1	1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M30055N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30057Q	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	1	5	6
M30059S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30063N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30065Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6
M30069U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30071N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30073Q	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	4	5
M30075S	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30076T	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30085U	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30086V	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30089Y	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M30094V	2	1	1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	5	6
M30099A	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M30106G	1	1	1	1	1	1	1	2	1	3	1	2	2	1	2	2	2	5	6
M30107H	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M30112E	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30114G	2	1	2	1	1	-1	-1	2	1	3	2	2	1	2	2	2	2	5	6
M30115H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30116J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30117K	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30122G	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	-2	4	5
M30125K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30126L	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30128N	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30131H	15	2	-1	1	1	-1	-1	5	1	6	1	1	2	2	2	2	2	7	8
M30134L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30135M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30137P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30139R	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30140J	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30143M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30148S	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M30149T	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30150L	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M30151M	15	2	-1	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	5	6
M30154Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30158U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30163R	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30165T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30166U	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30167V	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M30168W	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30169X	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30170Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	5	6
M30171R	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30175V	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M30176W	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30177X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30178Y	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M30181T	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30184W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30187Z	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30189B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30190U	10	1	1	-1	-1	-1	-1	2	1	3	1	2	2	2	2	2	2	5	6
M30195Z	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30198C	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30199D	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	4	5
M30201E	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30204H	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30205J	15	2	-1	1	1	-1	-1	3	1	4	2	1	2	2	2	2	2	5	6
M30211G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30212H	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30214K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30219Q	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30222K	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30226P	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M30227Q	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30228R	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M30229S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30230K	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30235Q	15	2	-1	1	1	-1	-1	2	1	3	2	1	2	2	2	2	2	4	5
M30237S	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30239U	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M30240M	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30241N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30248V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30249W	16	2	-1	-1	-1	1	1	4	1	5	1	2	2	2	2	2	2	6	7
M30251Q	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M30253S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30254T	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30255U	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30258X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30263U	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M30267Y	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M30269A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30271U	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M30272V	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30273W	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M30274X	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30279C	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M30280V	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M30284Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30285A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M30289E	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M30290X	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M30291Y	10	1	1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M30292Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
